sender,subject,date,inferred research area,closest area from profile.md,classification,short reason,useful to me
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Mechanical Engineering department at University of Tehran mentions the name ""H. Lee""",2026-04-27T06:37:18+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Routledge Books routledgebooks@email.routledge.com,Last Chance to Save! ⏰📚,2026-04-27T01:02:34-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Academia Mentions premium@academia-mail.com,"Your paper ""Real-time Interface Control with Motion..."" was cited",2026-04-26T06:09:48+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Academia Mentions premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Computer Science papers?,2026-04-24T04:37:38+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned by a Physical sciences researcher in a paper uploaded to Academia",2026-04-23T04:37:04+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Academia Mentions premium@academia-mail.com,"Your paper ""Real-time Interface Control with Motion..."" was cited",2026-04-21T02:17:49+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Routledge Books routledgebooks@email.routledge.com,April Savers offers you don't want to miss!,2026-04-20T10:06:41-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Academia.edu"" premium@academia-mail.com","“Lee, Hunmin”: The name ""Lee, Hunmin"" is mentioned in 4 papers uploaded to Academia, including one in a paper by someone in Indianapolis, United States",2026-04-19T09:45:22+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Academia Mentions premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Capacitive Sensing papers?,2026-04-19T00:34:31+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Academia Mentions premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Engineering papers?,2026-04-16T23:15:44+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Academia Mentions premium@academia-mail.com,"Your paper ""Real-time Interface Control with Motion..."" was cited",2026-04-15T22:34:49+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
"""Academia.edu"" premium@academia-mail.com",People in 2 countries have visited your profile,2026-04-15T04:04:14+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""The distinct roles of internal and external communication in perceived risk on offshore vessels"" is ready to read",2026-04-14T13:38:57-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Academia Mentions premium@academia-mail.com,"Your paper ""Real-time Interface Control with Motion..."" was cited",2026-04-13T21:07:20+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Routledge Books routledgebooks@email.routledge.com,April Savers just got even better! 🎉,2026-04-13T08:17:06-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Academia Mentions premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Gesture Recognition papers?,2026-04-12T20:23:26+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Academia Mentions premium@academia-mail.com,"Your paper ""Robust Convergence in Federated Learning..."" was cited",2026-04-10T19:02:44+00:00,"Federated, personalized, prototype, and adaptive learning","Core — Adaptation, personalization, and federated/prototype learning",Current research match,"Exact-title or exact-method alert matches the current federated/adaptive learning profile; the platform alert is a discovery cue, not citation proof.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a paper published in Electronics",2026-04-10T04:29:57+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Academia Mentions premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Gesture papers?,2026-04-08T17:33:44+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Academia Mentions premium@academia-mail.com,"Your paper ""Real-time Interface Control with Motion..."" was cited",2026-04-07T16:55:14+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
